# Map and environment characteristics: x size, y size, map view x, map view y, clock time
30, 30, 0, 0, 46

# Hex data, stored rows
# Format is: TerrainEnumID, elevation, obstacle height, density, obscuration, vapor, deltaVapor, vaporType

# Row 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 26, 28, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0

# Row 2
1, 0, 25, 26, 0, 22641, 184, 0
1, 0, 20, 27, 0, 21627, 380, 0
0, 0, 0, 0, 0, 19510, 583, 0
0, 0, 0, 0, 0, 19335, 829, 0
1, 0, 27, 31, 0, 20406, 355, 0
0, 0, 0, 0, 0, 21185, 792, 0
0, 0, 0, 0, 0, 22391, 535, 0
0, 0, 0, 0, 0, 23959, 253, 0
1, 0, 11, 27, 0, 25021, 56, 0
0, 0, 0, 0, 0, 25326, 39, 0
0, 0, 0, 0, 0, 25416, 18, 0
1, 0, 28, 34, 0, 25486, 2, 0
1, 0, 12, 30, 0, 25500, 0, 0
1, 0, 16, 29, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 17, 33, 0, 25500, 0, 0
1, 0, 28, 33, 0, 25500, 0, 0
1, 0, 24, 28, 0, 25500, 0, 0
1, 0, 25, 28, 0, 25500, 0, 0
1, 0, 14, 32, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 14, 36, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 11, 29, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0

# Row 3
0, 0, 0, 0, 0, 18083, 570, 0
0, 0, 0, 0, 0, 17912, 607, 0
0, 0, 0, 0, 0, 16894, 1081, 0
0, 0, 0, 0, 0, 15927, 1263, 0
0, 0, 0, 0, 0, 17371, 1238, 0
0, 0, 0, 0, 0, 19745, 921, 0
1, 0, 27, 27, 0, 22786, 241, 0
0, 0, 0, 0, 0, 24503, 201, 0
0, 0, 0, 0, 0, 25082, 109, 0
0, 0, 0, 0, 0, 25325, 44, 0
0, 0, 0, 0, 0, 25428, 17, 0
0, 0, 0, 0, 0, 25473, 5, 0
0, 0, 0, 0, 0, 25495, 1, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 16, 27, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 24, 27, 0, 25500, 0, 0
1, 0, 18, 25, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 11, 32, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 13, 31, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 27, 34, 0, 25500, 0, 0

# Row 4
0, 0, 0, 0, 0, 16349, 428, 0
0, 0, 0, 0, 0, 15517, 1063, 0
1, 0, 14, 33, 0, 14333, 502, 0
0, 0, 0, 0, 0, 11316, 1992, 0
0, 0, 0, 0, 0, 12099, 2125, 0
0, 0, 0, 0, 0, 15802, 1230, 0
1, 0, 8, 25, 0, 20214, 390, 0
1, 0, 12, 28, 0, 23157, 251, 0
0, 0, 0, 0, 0, 24811, 158, 0
0, 0, 0, 0, 0, 25187, 83, 0
0, 0, 0, 0, 0, 25372, 34, 0
0, 0, 0, 0, 0, 25449, 11, 0
1, 0, 10, 31, 0, 25498, 1, 0
1, 0, 13, 29, 0, 25500, 0, 0
1, 0, 12, 28, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 8, 28, 0, 25500, 0, 0
1, 0, 29, 36, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 28, 35, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 23, 26, 0, 25500, 0, 0

# Row 5
0, 0, 0, 0, 0, 13573, 891, 0
0, 0, 0, 0, 0, 10389, 1681, 0
0, 0, 0, 0, 0, 9834, 3117, 0
0, 0, 0, 0, 0, 0, 6436, 2
0, 0, 0, 0, 0, 11322, 1951, 0
0, 0, 0, 0, 0, 15997, 1149, 0
0, 0, 0, 0, 0, 20379, 713, 0
1, 0, 15, 32, 0, 23700, 215, 0
0, 0, 0, 0, 0, 25005, 103, 0
0, 0, 0, 0, 0, 25303, 54, 0
0, 0, 0, 0, 0, 25422, 20, 0
0, 0, 0, 0, 0, 25472, 7, 0
0, 0, 0, 0, 0, 25495, 1, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 8, 33, 0, 25500, 0, 0
1, 0, 26, 26, 0, 25500, 0, 0
1, 0, 16, 30, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 27, 32, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 18, 33, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0

# Row 6
0, 0, 0, 0, 0, 13355, 300, 0
0, 0, 0, 0, 0, 10609, 1643, 0
0, 0, 0, 0, 0, 0, 5654, 2
0, 0, 0, 0, 0, 25500, 9811, 1
0, 0, 0, 0, 0, 10147, 3224, 0
0, 0, 0, 0, 0, 13164, 1139, 0
1, 0, 19, 34, 0, 18641, 520, 0
0, 0, 0, 0, 0, 22305, 476, 0
1, 0, 17, 31, 0, 24384, 132, 0
1, 0, 18, 36, 0, 25152, 44, 0
0, 0, 0, 0, 0, 25401, 22, 0
0, 0, 0, 0, 0, 25458, 10, 0
0, 0, 0, 0, 0, 25486, 3, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 25, 30, 0, 25500, 0, 0
1, 0, 16, 27, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 22, 30, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 12, 33, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 26, 35, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0

# Row 7
0, 0, 0, 0, 0, 14136, 695, 0
1, 0, 12, 25, 0, 11444, 621, 0
0, 0, 0, 0, 0, 10257, 3255, 0
0, 0, 0, 0, 0, 0, 6312, 2
0, 0, 0, 0, 0, 10512, 1696, 0
0, 0, 0, 0, 0, 15169, 987, 0
1, 0, 22, 26, 0, 21250, 393, 0
0, 0, 0, 0, 0, 23695, 304, 0
0, 0, 0, 0, 0, 24728, 143, 0
1, 0, 20, 29, 0, 25295, 28, 0
0, 0, 0, 0, 0, 25440, 11, 0
1, 0, 22, 25, 0, 25496, 1, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 13, 26, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 22, 35, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 10, 29, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0

# Row 8
1, 0, 8, 33, 0, 19049, 263, 0
0, 0, 0, 0, 0, 15984, 733, 0
0, 0, 0, 0, 0, 13968, 1125, 0
0, 0, 0, 0, 0, 10990, 1827, 0
0, 0, 0, 0, 0, 11281, 1924, 0
1, 0, 10, 36, 0, 16951, 654, 0
1, 0, 17, 33, 0, 20855, 424, 0
0, 0, 0, 0, 0, 23586, 239, 0
1, 0, 12, 26, 0, 24653, 82, 0
0, 0, 0, 0, 0, 25122, 80, 0
0, 0, 0, 0, 0, 25387, 35, 0
0, 0, 0, 0, 0, 25464, 9, 0
0, 0, 0, 0, 0, 25491, 2, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 21, 26, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 13, 34, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 16, 26, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 20, 36, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 23, 25, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0

# Row 9
1, 0, 16, 34, 0, 20989, 332, 0
1, 0, 25, 29, 0, 19276, 487, 0
0, 0, 0, 0, 0, 16633, 1245, 0
1, 0, 21, 25, 0, 17289, 605, 0
0, 0, 0, 0, 0, 19039, 1371, 0
0, 0, 0, 0, 0, 21679, 641, 0
0, 0, 0, 0, 0, 23373, 366, 0
0, 0, 0, 0, 0, 24276, 214, 0
0, 0, 0, 0, 0, 25002, 103, 0
1, 0, 16, 35, 0, 25354, 19, 0
0, 0, 0, 0, 0, 25460, 10, 0
0, 0, 0, 0, 0, 25486, 4, 0
0, 0, 0, 0, 0, 25499, 1, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 11, 26, 0, 25500, 0, 0
1, 0, 28, 25, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 20, 25, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 14, 34, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 14, 31, 0, 25500, 0, 0

# Row 10
0, 0, 0, 0, 0, 23301, 134, 0
0, 0, 0, 0, 0, 22671, 401, 0
0, 0, 0, 0, 0, 21294, 774, 0
1, 0, 15, 27, 0, 21135, 358, 0
0, 0, 0, 0, 0, 21510, 564, 0
0, 0, 0, 0, 0, 22071, 564, 0
0, 0, 0, 0, 0, 23210, 363, 0
0, 0, 0, 0, 0, 24211, 241, 0
1, 0, 12, 30, 0, 25011, 52, 0
0, 0, 0, 0, 0, 25284, 41, 0
1, 0, 27, 27, 0, 25446, 9, 0
0, 0, 0, 0, 0, 25488, 3, 0
0, 0, 0, 0, 0, 25499, 1, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 14, 35, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 23, 31, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 8, 35, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 9, 28, 0, 25500, 0, 0
1, 0, 19, 31, 0, 25500, 0, 0
1, 0, 21, 32, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0

# Row 11
1, 0, 15, 35, 0, 24266, 112, 0
0, 0, 0, 0, 0, 23553, 434, 0
1, 0, 13, 35, 0, 23506, 177, 0
1, 0, 10, 34, 0, 23502, 173, 0
0, 0, 0, 0, 0, 23408, 457, 0
1, 0, 17, 31, 0, 24104, 141, 0
1, 0, 8, 30, 0, 24671, 92, 0
0, 0, 0, 0, 0, 25021, 120, 0
0, 0, 0, 0, 0, 25299, 45, 0
0, 0, 0, 0, 0, 25395, 22, 0
1, 0, 29, 36, 0, 25486, 3, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 22, 35, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 14, 29, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 20, 26, 0, 25500, 0, 0

# Row 12
0, 0, 0, 0, 0, 24983, 47, 0
0, 0, 0, 0, 0, 24714, 188, 0
0, 0, 0, 0, 0, 24573, 175, 0
0, 0, 0, 0, 0, 24653, 110, 0
0, 0, 0, 0, 0, 24545, 196, 0
0, 0, 0, 0, 0, 24588, 181, 0
0, 0, 0, 0, 0, 24917, 77, 0
1, 0, 8, 30, 0, 25225, 36, 0
0, 0, 0, 0, 0, 25326, 42, 0
0, 0, 0, 0, 0, 25406, 20, 0
0, 0, 0, 0, 0, 25452, 10, 0
0, 0, 0, 0, 0, 25486, 2, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 12, 34, 0, 25500, 0, 0
1, 0, 16, 31, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 15, 26, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 25, 31, 0, 25500, 0, 0
1, 0, 21, 33, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0

# Row 13
0, 0, 0, 0, 0, 25114, 63, 0
0, 0, 0, 0, 0, 25063, 105, 0
1, 0, 26, 25, 0, 25134, 39, 0
0, 0, 0, 0, 0, 24983, 92, 0
0, 0, 0, 0, 0, 25007, 114, 0
1, 0, 20, 25, 0, 25204, 38, 0
1, 0, 15, 36, 0, 25348, 22, 0
1, 0, 24, 35, 0, 25427, 11, 0
0, 0, 0, 0, 0, 25437, 15, 0
1, 0, 15, 33, 0, 25485, 2, 0
1, 0, 8, 25, 0, 25498, 1, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 22, 35, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 15, 35, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 11, 30, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 24, 27, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 23, 35, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0

# Row 14
1, 0, 9, 28, 0, 25402, 9, 0
0, 0, 0, 0, 0, 25302, 50, 0
0, 0, 0, 0, 0, 25311, 33, 0
1, 0, 26, 32, 0, 25339, 19, 0
0, 0, 0, 0, 0, 25255, 64, 0
0, 0, 0, 0, 0, 25292, 40, 0
1, 0, 26, 26, 0, 25419, 11, 0
0, 0, 0, 0, 0, 25476, 7, 0
1, 0, 17, 29, 0, 25488, 2, 0
0, 0, 0, 0, 0, 25482, 5, 0
1, 0, 13, 30, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 16, 28, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 21, 33, 0, 25500, 0, 0
1, 0, 14, 29, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0

# Row 15
0, 0, 0, 0, 0, 25433, 15, 0
0, 0, 0, 0, 0, 25408, 22, 0
1, 0, 10, 28, 0, 25447, 9, 0
0, 0, 0, 0, 0, 25403, 19, 0
0, 0, 0, 0, 0, 25387, 25, 0
1, 0, 10, 29, 0, 25455, 6, 0
0, 0, 0, 0, 0, 25491, 2, 0
0, 0, 0, 0, 0, 25496, 1, 0
0, 0, 0, 0, 0, 25497, 1, 0
0, 0, 0, 0, 0, 25497, 1, 0
1, 0, 19, 34, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 12, 26, 0, 25500, 0, 0
1, 0, 29, 29, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 27, 33, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 12, 26, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0

# Row 16
0, 0, 0, 0, 0, 25475, 3, 0
0, 0, 0, 0, 0, 25462, 8, 0
1, 0, 22, 25, 0, 25489, 3, 0
1, 0, 29, 35, 0, 25488, 3, 0
0, 0, 0, 0, 0, 25450, 10, 0
1, 0, 23, 27, 0, 25484, 2, 0
0, 0, 0, 0, 0, 25499, 1, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 8, 25, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 27, 34, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 11, 31, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 25, 36, 0, 25500, 0, 0

# Row 17
1, 0, 17, 34, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25490, 2, 0
1, 0, 28, 26, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25485, 3, 0
1, 0, 27, 28, 0, 25497, 1, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 27, 34, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 10, 31, 0, 25500, 0, 0
1, 0, 18, 30, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 9, 34, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 10, 36, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 28, 25, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 29, 35, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 18, 27, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 23, 36, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 21, 32, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 23, 35, 0, 25500, 0, 0

# Row 18
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 26, 36, 0, 25500, 0, 0
1, 0, 14, 33, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25499, 1, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 10, 30, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 26, 36, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 13, 35, 0, 25500, 0, 0
1, 0, 28, 36, 0, 25500, 0, 0
1, 0, 9, 31, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
1, 0, 22, 34, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
0, 0, 0, 0, 0, 25500, 0, 0
